"Id";"classNumber";"subjectName";"topicName";"typeName";"question";"Option 1";"Option 2";"Option 3";"Option 4";"Option 5";"Option 6"
"175";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How is human resource different from other resources like land and physical capital?";;;;;;
"176";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What does quality of population depend upon?";;;;;;
"177";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Why are women employed in low paid work?";;;;;;
"178";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How does investment in education help in human capital formation?";;;;;;
"179";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Suggest some measures in the education system to mitigate problems of educated unemployed in India.";;;;;;
"180";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How have countries like Japan become rich and developed?";;;;;;
"181";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Why is literacy rate higher among males in India?";;;;;;
"182";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Explain briefly the National Health Policy, 2002 launched by the government to promote health services in India";;;;;;
"183";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Explain one negative and one positive aspect of large population.";;;;;;
"184";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Define Infant mortality rate.";;;;;;
"185";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is meant by Birth rate?";;;;;;
"186";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is meant by death rate?";;;;;;
"187";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Define Census.";;;;;;
"188";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Define Literacy rate.";;;;;;
"189";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Explain 'Life expectancy'. What is meant by Sex-ratio? What is India's sex ratio according to 2001 census?";;;;;;
"190";"IX";"SocialStudies";"PeopleasResource";"STA";"Differentiate between economic and non-economic activities with help of examples.";;;;;;
"191";"IX";"SocialStudies";"PeopleasResource";"STA";"Differentiate between disguised unemployment and seasonal unemployment?";;;;;;
"192";"IX";"SocialStudies";"PeopleasResource";"STA";"Why is educated unemployment, a peculiar problem of India?";;;;;;
"193";"IX";"SocialStudies";"PeopleasResource";"STA";"What strategy has been adopted by the government in the Tenth Five Year Plan to improve the education sector?";;;;;;
"194";"IX";"SocialStudies";"PeopleasResource";"STA";"Is the increase in number of colleges adequate to admit the increasing number of students? Give reasons for your answer. The plan outlay on education has been increased.";;;;;;
"195";"IX";"SocialStudies";"PeopleasResource";"STA";"Which capital would you consider the best-land, labour, physical capital and human capital? Why?";;;;;;
"196";"IX";"SocialStudies";"PeopleasResource";"STA";"What steps have been taken to improve the quality of Education in India?";;;;;;
"197";"IX";"SocialStudies";"PeopleasResource";"STA";"Many children and women who are not working are not called unemployed. Why?";;;;;;
"198";"IX";"SocialStudies";"PeopleasResource";"STA";"What major changes indicate improvement of health in India?";;;;;;
"199";"IX";"SocialStudies";"PeopleasResource";"STA";"What facts indicate the growth of medical facilities in India?";;;;;;
"200";"IX";"SocialStudies";"PeopleasResource";"LAT";"What are the different types of economic acclivities? Explain with help of examples.";;;;;;
"201";"IX";"SocialStudies";"PeopleasResource";"LAT";"Discuss the growth of educational sector in India since 1951.";;;;;;
"202";"IX";"SocialStudies";"PeopleasResource";"LAT";"How does human capital formation affect the growth of an economy?";;;;;;
"203";"IX";"SocialStudies";"PeopleasResource";"LAT";"How does unemployment affect the overall grow1h of an economy?";;;;;;
"204";"IX";"SocialStudies";"PeopleasResource";"LAT";"Do you think any firm would be induced to employ people who might not work efficiently as a healthy worker because of ill-health?";;;;;;
"205";"IX";"SocialStudies";"PeopleasResource";"LAT";"Can you imagine some village which initially had no job opportunities but later came up with many";;;;;;
"206";"IX";"SocialStudies";"PeopleasResource";"SUB";"Do you think the increase in the number of doctor and nurses is adequate for India? Give reasons for your answer.";;;;;;
"207";"IX";"SocialStudies";"PeopleasResource";"SUB";"In which field do you think India can build the maximum employment opportunity?";;;;;;
"208";"IX";"SocialStudies";"PeopleasResource";"SUB";"What is your idea about the future college and universities?";;;;;;
"209";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How does Population become human capital?";;;;;;
"210";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What does 'People as a Resource' mean?";;;;;;
"211";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is 'human capital formation'?";;;;;;
"212";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How can investment be made in human capital?";;;;;;
"213";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How is human capital superior to other resources?";;;;;;
"214";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How can a large population of India be turned as an asset rather than a liability?";;;;;;
"215";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What kind of investment can be made on a child?";;;;;;
"216";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How a vicious cycle is created by illiterate parents for their children?";;;;;;
"217";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Why educated parents invest heavily on the education of their children?";;;;;;
"218";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How have countries like Japan become rich and developed?";;;;;;
"219";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Classify various activities on the basis of its economic benefit?";;;;;;
"220";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What are Primary Activities?";;;;;;
"221";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Which activities are included in Secondary sector?";;;;;;
"222";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What are Tertiary Activities?";;;;;;
"223";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What are economic activities?";;;;;;
"224";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What are Market Activities?";;;;;;
"225";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What are Non-Market Activities?";;;;;;
"226";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How is division of labours made between men and women in the family";;;;;;
"227";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Is women's work an economic activity?";;;;;;
"228";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What are the major determinants of earnings?";;;;;;
"229";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What are unorganised sectors?";;;;;;
"230";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What kinds of jobs, attract women in organised sector?";;;;;;
"231";"IX";"SocialStudies";"PeopleasResource";"VSTA";"In which other sectors have women with high education and skill entered?";;;;;;
"232";"IX";"SocialStudies";"PeopleasResource";"VSTA";"On what factors the quality of population depends?";;;;;;
"233";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How can population be a liability and how can it be made an asset?";;;;;;
"234";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How does education play as an important input for human capital formation?";;;;;;
"235";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What are the benefits of vocational education at school level?";;;;;;
"236";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Has the literacy rates of population increased since 1951?";;;;;;
"237";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Why literacy rate is high among the males of India?";;;;;;
"238";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What do you know about ""Sarva Siksha Abhiyan""?";;;;;;
"239";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is the aim of Sarva Shiksha Abhiyan?";;;;;;
"240";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Why was mid-day meal scheme launched by the government in the schools?";;;;;;
"241";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is the strategy of eleventh plan for education and literacy?";;;;;;
"242";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is the result of this eleventh plan?";;;;;;
"243";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is the benefit of good health?";;;;;;
"244";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is the national policy of India for health?";;;;;;
"245";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is the status of unemployment'?";;;;;;
"246";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What kind of unemployments exists in rural and urban areas?";;;;;;
"247";"IX";"SocialStudies";"PeopleasResource";"VSTA";"When does seasonal unemployment take place?";;;;;;
"248";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What happens in disguised unemployment?";;;;;;
"249";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Who are educated unemployed?";;;;;;
"250";"IX";"SocialStudies";"PeopleasResource";"VSTA";"What is the result of unemployment in a country?";;;;;;
"251";"IX";"SocialStudies";"PeopleasResource";"VSTA";"How unemployment has detrimental impact on the overall growth of economy?";;;;;;
"252";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Surplus labour in agriculture has moved to which jobs in secondary a tertiary sector?";;;;;;
"253";"IX";"SocialStudies";"PeopleasResource";"VSTA";"Which capital would you consider the best-land, labours, physical capital or human capital?";;;;;;
"254";"IX";"SocialStudies";"PeopleasResource";"STA";"What do you understand by 'people as resource'?";;;;;;
"255";"IX";"SocialStudies";"PeopleasResource";"STA";"How is human resource different from other resources like land and physical capital?";;;;;;
"256";"IX";"SocialStudies";"PeopleasResource";"STA";"What is the role of education in human capital formation?";;;;;;
"257";"IX";"SocialStudies";"PeopleasResource";"STA";"What is the role of health in human capital formation?";;;;;;
"258";"IX";"SocialStudies";"PeopleasResource";"STA";"Is it true that educated parents invest more heavily on their children's education and why?";;;;;;
"259";"IX";"SocialStudies";"PeopleasResource";"STA";"How did countries like Japan become rich?";;;;;;
"260";"IX";"SocialStudies";"PeopleasResource";"STA";"What is the role of health in the working life of an individual?";;;;;;
"261";"IX";"SocialStudies";"PeopleasResource";"STA";"Classify various activities into primary, secondary and tertiary sectors.";;;;;;
"262";"IX";"SocialStudies";"PeopleasResource";"STA";"What are the differences between Market and Non-market activities?";;;;;;
"263";"IX";"SocialStudies";"PeopleasResource";"STA";"Why are most women employed in low-paid work?";;;;;;
"264";"IX";"SocialStudies";"PeopleasResource";"STA";"How do educated women earn at par with their male counterparts?";;;;;;
"265";"IX";"SocialStudies";"PeopleasResource";"STA";"On what factors does the quality of population depend on?";;;;;;
"266";"IX";"SocialStudies";"PeopleasResource";"STA";"What is India's national policy for health?";;;;;;
"267";"IX";"SocialStudies";"PeopleasResource";"STA";"Explain the term 'unemployment' in the context of India.";;;;;;
"268";"IX";"SocialStudies";"PeopleasResource";"STA";"Why is educated unemployment a peculiar problem in India?";;;;;;
"269";"IX";"SocialStudies";"PeopleasResource";"STA";"Why are people of a country referred as resource?";;;;;;
"270";"IX";"SocialStudies";"PeopleasResource";"STA";"How does investment in human capital yield a return just like investaeriin physical capital?";;;;;;
"271";"IX";"SocialStudies";"PeopleasResource";"STA";"Is large population considered a liability rather than an asset?";;;;;;
"272";"IX";"SocialStudies";"PeopleasResource";"STA";"What is the present employment scenario in the three sectors?";;;;;;
"273";"IX";"SocialStudies";"PeopleasResource";"LAT";"What do you know about Sarva Shiksha Abhiyan?";;;;;;
"274";"IX";"SocialStudies";"PeopleasResource";"LAT";"How does seasonal unemployment occur?";;;;;;
"275";"IX";"SocialStudies";"PeopleasResource";"LAT";"Do you think that people appear employed in disguise unemployment?";;;;;;
"276";"IX";"SocialStudies";"PeopleasResource";"LAT";"What is the impact of unemployment?";;;;;;
"277";"IX";"SocialStudies";"PeopleasResource";"LAT";"What is the role of education in human capital formation?";;;;;;
"278";"IX";"SocialStudies";"PeopleasResource";"LAT";"Why are women employed in low-paid work?";;;;;;
"279";"IX";"SocialStudies";"PeopleasResource";"LAT";"What was the Tenth Plan endeavour to increase the enrolment in higher education?";;;;;;
"280";"IX";"SocialStudies";"PeopleasResource";"LAT";"What does unemployment mean? What types of unemployment do we have in rural areas?";;;;;;
"281";"IX";"SocialStudies";"PeopleasResource";"LAT";"What kind of unemployment exists in urban areas?";;;;;;
"282";"IX";"SocialStudies";"PeopleasResource";"LAT";"How can you prove statistically that the unemployment rate is low in India?";;;;;;
"283";"IX";"SocialStudies";"PeopleasResource";"LAT";"""The employment structure is characterised by self-employment in primary sector."" Explain.";;;;;;
"284";"IX";"SocialStudies";"PeopleasResource";"LAT";"Can you suggest some measures in the education system to mitigate the problem of the educated unemployed?";;;;;;
"285";"IX";"SocialStudies";"PeopleasResource";"LAT";"Describe the policy of government in the field of education.";;;;;;
"292";"IX";"SocialStudies";"PeopleasResource";"CBSE";"For better economic growth, which investments in human resources should be done, either in modern technology, in healthcare and education, in food and drink or in transportation?";;;;;;
"293";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Construction is an activity of which sector?";;;;;;
"294";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Sprinkling crops with insecticide is an activity of which sector?";;;;;;
"295";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Navodaya Vidyalayas have been started for which kind of school children?";;;;;;
"296";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Sarva Shiksha Abhiyan is meant to provide what kind of education?";;;;;;
"297";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the age group of population which is treated as the workforce?";;;;;;
"298";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Unemployment wastes what resources?";;;;;;
"299";"IX";"SocialStudies";"PeopleasResource";"CBSE";"In which category of activity will you place a social worker educating poor children for free?";;;;;;
"300";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why do educated parents invest more in their children's education and health?";;;;;;
"301";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Is it correct that disguised unemployment is very common in urban areas?";;;;;;
"302";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why are rural women employed at very low wages?";;;;;;
"303";"IX";"SocialStudies";"PeopleasResource";"CBSE";"When we refer to a woman as a 'resource', we are referring to which of her skills?";;;;;;
"304";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Begging is which category of activity?";;;;;;
